user,date,channel,ts,text,thread_ts,reply_count,reaction_name,reaction_count
priyanka.pakhale,2026-03-10,#home-health-notify,1773123060.777860,"The build is passing now, was a flaky test",,0,,0
priyanka.pakhale,2026-03-10,#home-health-notify,1773128400.297541,,,0,,0
priyanka.pakhale,2026-03-10,#home-health-notify,1773132300.206253,Design mockups are ready for review,,0,,0
priyanka.pakhale,2026-03-10,#general,1773116940.690780,"Taking a short break, back in 30",,0,raised_hands,1
priyanka.pakhale,2026-03-11,#home-health-notify,1773213540.467662,"Reviewed the PR, left a few comments",,0,,0
priyanka.pakhale,2026-03-11,#home-health-notify,1773222360.897259,Heads up — CI pipeline is broken on main,1773222360.897259,4,,0
priyanka.pakhale,2026-03-11,#home-health-notify,1773213480.384161,"Client demo went well, few follow-ups noted",1773213480.384161,1,,0
priyanka.pakhale,2026-03-12,#home-health-notify,1773319920.209450,Deployed to production,,0,,0
priyanka.pakhale,2026-03-12,#home-health-notify,1773293940.160227,"Reviewed the PR, left a few comments",1773293940.160227,4,,0
priyanka.pakhale,2026-03-12,#home-health-notify,1773290520.479553,"Client demo went well, few follow-ups noted",,0,,0
priyanka.pakhale,2026-03-12,#home-health-notify,1773313800.208240,"Refactored the middleware layer, much cleaner now",,0,,0
priyanka.pakhale,2026-03-12,#general,1773291360.312127,Thanks gaurav.shewale for the extra effort on Home Health Notify over the weekend,,0,,0
priyanka.pakhale,2026-03-13,#home-health-notify,1773384360.279216,Let's sync on the deployment pipeline,,0,100,3
priyanka.pakhale,2026-03-13,#home-health-notify,1773375360.309223,"Refactored the middleware layer, much cleaner now",,0,,0
priyanka.pakhale,2026-03-13,#home-health-notify,1773383940.958547,"The build is passing now, was a flaky test",,0,,0
priyanka.pakhale,2026-03-13,#home-health-notify,1773397860.586119,Pair programming session at 3pm anyone?,1773397860.586119,4,,0
priyanka.pakhale,2026-03-13,#home-health-notify,1773373920.914219,Merged the feature branch into develop,1773373920.914219,1,,0
priyanka.pakhale,2026-03-13,#home-health-notify,1773382020.656886,PR is up for review,,0,raised_hands,3
priyanka.pakhale,2026-03-13,#home-health-notify,1773376920.725723,EOD update: completed documentation tasks,,0,,0
priyanka.pakhale,2026-03-16,#home-health-notify,1773661860.115168,Pair programming session at 3pm anyone?,,0,,0
priyanka.pakhale,2026-03-16,#home-health-notify,1773647760.571939,EOD update: completed design tasks,,0,,0
priyanka.pakhale,2026-03-16,#home-health-notify,1773654780.922776,PR is up for review,,0,eyes,4
priyanka.pakhale,2026-03-16,#home-health-notify,1773656640.650615,"Blocked on the API response format, need input",,0,,0
priyanka.pakhale,2026-03-16,#home-health-notify,1773649320.241264,Standup update: working on testing today,,0,,0
priyanka.pakhale,2026-03-16,#home-health-notify,1773643860.619482,Let's sync on the deployment pipeline,,0,white_check_mark,1
priyanka.pakhale,2026-03-16,#general,1773661140.962284,Good morning team!,,0,,0
priyanka.pakhale,2026-03-17,#home-health-notify,1773728100.599390,PR is up for review,,0,,0
priyanka.pakhale,2026-03-17,#home-health-notify,1773746100.571694,Running into a weird bug with the date parser,,0,,0
priyanka.pakhale,2026-03-17,#home-health-notify,1773738240.818755,"Updated the test suite, all green now",1773738240.818755,2,,0
priyanka.pakhale,2026-03-18,#home-health-notify,1773828360.689169,Anyone seen this error before? Getting a 502 on staging,,0,,0
priyanka.pakhale,2026-03-18,#home-health-notify,1773830700.874842,Standup update: working on design today,1773830700.874842,2,,0
priyanka.pakhale,2026-03-18,#home-health-notify,1773819840.100449,"Refactored the middleware layer, much cleaner now",1773819840.100449,3,,0
priyanka.pakhale,2026-03-18,#home-health-notify,1773836160.269468,Anyone seen this error before? Getting a 502 on staging,,0,,0
priyanka.pakhale,2026-03-18,#home-health-notify,1773825720.132993,,1773825720.132993,5,,0
priyanka.pakhale,2026-03-20,#home-health-notify,1773983700.959434,"Refactored the middleware layer, much cleaner now",,0,,0
priyanka.pakhale,2026-03-20,#home-health-notify,1774008060.354815,Updated the README with setup instructions,,0,,0
priyanka.pakhale,2026-03-20,#home-health-notify,1774007400.987192,Merged the feature branch into develop,,0,,0
priyanka.pakhale,2026-03-20,#home-health-notify,1774004100.284159,"Blocked on the API response format, need input",,0,,0
priyanka.pakhale,2026-03-20,#general,1773990660.799845,Weekend deploy went smooth for Home Health Notify,1773990660.799845,5,,0
priyanka.pakhale,2026-03-23,#home-health-notify,1774252980.368265,"Refactored the middleware layer, much cleaner now",1774252980.368265,4,,0
priyanka.pakhale,2026-03-23,#home-health-notify,1774248960.901415,"Finished the migration script, testing locally",,0,,0
priyanka.pakhale,2026-03-23,#home-health-notify,1774262100.514996,"Refactored the middleware layer, much cleaner now",,0,white_check_mark,3
priyanka.pakhale,2026-03-23,#home-health-notify,1774257540.455334,PR is up for review,,0,100,2
priyanka.pakhale,2026-03-23,#home-health-notify,1774265280.589810,"Updated the test suite, all green now",,0,,0
priyanka.pakhale,2026-03-24,#home-health-notify,1774337400.646916,Standup update: working on meeting today,,0,,0
priyanka.pakhale,2026-03-24,#home-health-notify,1774346640.606672,"Blocked on the API response format, need input",1774346640.606672,5,,0
priyanka.pakhale,2026-03-24,#home-health-notify,1774328820.835518,Design mockups are ready for review,,0,,0
priyanka.pakhale,2026-03-24,#home-health-notify,1774325820.641357,Standup update: working on design today,1774325820.641357,2,,0
priyanka.pakhale,2026-03-24,#home-health-notify,1774349400.645149,"Client demo went well, few follow-ups noted",,0,,0
priyanka.pakhale,2026-03-24,#general,1774350000.869338,Putting in extra hours on Home Health Notify this week,,0,,0
priyanka.pakhale,2026-03-25,#home-health-notify,1774438380.270601,"Reviewed the PR, left a few comments",1774438380.270601,1,100,4
priyanka.pakhale,2026-03-25,#home-health-notify,1774432140.496352,"Pushed the fix to staging, can someone verify?",,0,,0
priyanka.pakhale,2026-03-25,#home-health-notify,1774429080.658615,PR is up for review,,0,,0
priyanka.pakhale,2026-03-25,#home-health-notify,1774435260.505551,"ReviewEd the PR, left a few comments",,0,,0
priyanka.pakhale,2026-03-25,#home-health-notify,1774433460.468367,"Client demo went well, few follow-ups noted",1774433460.468367,3,rocket,1
priyanka.pakhale,2026-03-25,#home-health-notify,1774432920.209115,"The build is passing now, was a flaky test",,0,,0
priyanka.pakhale,2026-03-26,#home-health-notify,1774506240.279374,"The build is passing now, was a flaky test",1774506240.279374,2,,0
priyanka.pakhale,2026-03-26,#home-health-notify,1774505520.254215,"Updated the test suite, all green now",,0,,0
priyanka.pakhale,2026-03-26,#home-health-notify,1774520760.627150,"Updated the test suite, all green now",,0,,0
priyanka.pakhale,2026-03-26,#general,1774495620.116164,Good morning team!,,0,,0
priyanka.pakhale,2026-03-27,#home-health-notify,1774596120.901869,Pair programming session at 3pm anyone?,,0,,0
priyanka.pakhale,2026-03-27,#home-health-notify,1774612560.792909,Merged the feature branch into develop,1774612560.792909,4,thumbsup,2
priyanka.pakhale,2026-03-27,#general,1774600680.954176,,,0,,0
priyanka.pakhale,2026-03-30,#home-health-notify,1774859760.307401,Let's sync on the deployment pipelie,,0,,0
priyanka.pakhale,2026-03-30,#home-health-notify,1774846920.652543,"Updated the test suite, all green now",,0,,0
priyanka.pakhale,2026-03-30,#home-health-notify,1774862340.900729,"Finished the migration script, testing locally",1774862340.900729,4,100,1
priyanka.pakhale,2026-03-31,#home-health-notify,1774952880.818882,Deployed to production,,0,,0
priyanka.pakhale,2026-03-31,#home-health-notify,1774952520.105879,Anyone seen this error before? Getting a 502 on staging,,0,,0
priyanka.pakhale,2026-03-31,#home-health-notify,1774936200.571598,Standup update: working on code review today,,0,,0
priyanka.pakhale,2026-03-31,#home-health-notify,1774929480.198654,"Finished the migration script, testing locally",,0,,0
priyanka.pakhale,2026-03-31,#home-health-notify,1774941660.372281,Standup update: working on testing today,1774941660.372281,5,,0
priyanka.pakhale,2026-03-31,#home-health-notify,1774953000.475372,Design mockups are ready for review,,0,fire,3
abhimanyu.patil,2026-03-02,#promobi---apple-stream,1772457900.913890,Standup update: working on code review today,,0,,0
abhimanyu.patil,2026-03-02,#promobi---apple-stream,1772422440.688480,Updated the README with setup instructions,,0,,0
abhimanyu.patil,2026-03-02,#promobi---apple-stream,1772445420.144861,EOD update: completed development tasks,,0,,0
abhimanyu.patil,2026-03-04,#promobi---apple-stream,1772618040.912838,"Finished the migration script, testing locally",,0,pray,3
abhimanyu.patil,2026-03-04,#promobi---apple-stream,1772602560.146257,Heads up — CI pipeline is broken on main,,0,,0
abhimanyu.patil,2026-03-04,#promobi---apple-stream,1772622840.902909,EOD update: completed design tasks,,0,,0
abhimanyu.patil,2026-03-04,#promobi---apple-stream,1772619360.379658,Running into a weird bug with the date parser,,0,,0
abhimanyu.patil,2026-03-05,#promobi---apple-stream,1772705520.714204,"Finished the migration script, testing locally",,0,eyes,4
abhimanyu.patil,2026-03-05,#promobi---apple-stream,1772688420.924402,"Blocked on the API response format, need input",,0,,0
abhimanyu.patil,2026-03-05,#promobi---apple-stream,1772698680.339422,"Updated the test suite, all green now",,0,,0
abhimanyu.patil,2026-03-05,#promobi---apple-stream,1772684460.286548,EOD update: completed design tasks,,0,,0
abhimanyu.patil,2026-03-05,#promobi---apple-stream,1772709180.816151,PR is up for review,1772709180.816151,2,rocket,3
abhimanyu.patil,2026-03-06,#promobi---apple-stream,1772799720.167149,Fixed the CORS issue on the API gateway,1772799720.167149,5,,0
abhimanyu.patil,2026-03-06,#promobi---apple-stream,1772775900.229132,Merged the feature branch into develo,,0,,0
abhimanyu.patil,2026-03-06,#promobi---apple-stream,1772801640.196326,Standup update: working on development today,,0,,0
abhimanyu.patil,2026-03-09,#general,1773050640.483982,Worked over the weekend to hit the Promobi - Apple Stream deadline,1773050640.483982,2,pray,3
abhimanyu.patil,2026-03-10,#promobi---apple-stream,1773140880.219190,Let's sync on the deployment pipeline,,0,,0
abhimanyu.patil,2026-03-10,#promobi---apple-stream,1773137820.997676,Merged the feature branch into develop,,0,,0
abhimanyu.patil,2026-03-10,#promobi---apple-stream,1773132900.419271,Standup update: working on design today,,0,,0
abhimanyu.patil,2026-03-10,#promobi---apple-stream,1773131580.478462,EOD update: completed design tasks,,0,pray,1
abhimanyu.patil,2026-03-11,#promobi---apple-stream,1773216840.271820,Pair programming session at 3pm anyone?,,0,,0
abhimanyu.patil,2026-03-11,#promobi---apple-stream,1773232020.321168,Running into a weird bug with the date parser,,0,,0
abhimanyu.patil,2026-03-12,#promobi---apple-stream,1773293700.136749,EOD update: completed design tasks,1773293700.136749,2,white_check_mark,2
abhimanyu.patil,2026-03-13,#promobi---apple-stream,1773391500.932802,Fixed the CORS issue on the API gateway,,0,raised_hands,1
abhimanyu.patil,2026-03-13,#promobi---apple-stream,1773393540.129369,Pair programming session at 3pm anyone?,1773393540.129369,3,,0
abhimanyu.patil,2026-03-13,#promobi---apple-stream,1773373620.920989,,1773373620.920989,1,pray,3
abhimanyu.patil,2026-03-13,#promobi---apple-stream,1773403620.502571,,,0,,0
abhimanyu.patil,2026-03-13,#general,1773385080.161410,Weekend deploy went smooth for Promobi - Apple Stream,,0,,0
abhimanyu.patil,2026-03-16,#promobi---apple-stream,1773637800.681526,Heads up — CI pipeline is broken on main,,0,,0
abhimanyu.patil,2026-03-16,#promobi---apple-stream,1773633720.544954,Design mockups are ready for review,1773633720.544954,2,,0
abhimanyu.patil,2026-03-16,#promobi---apple-stream,1773656760.668812,EOD update: completed design tasks,,0,,0
abhimanyu.patil,2026-03-16,#promobi---apple-stream,1773656940.200857,Updated the README with setup instructions,,0,,0
abhimanyu.patil,2026-03-16,#promobi---apple-stream,1773644880.325305,Standup update: working on documentation today,,0,,0
abhimanyu.patil,2026-03-16,#promobi---apple-stream,1773646740.644341,Design mockups are ready for review,1773646740.644341,1,,0
abhimanyu.patil,2026-03-16,#promobi---apple-stream,1773655560.641611,Standup update: working on development today,,0,,0
abhimanyu.patil,2026-03-17,#promobi---apple-stream,1773720240.648814,Deployed to production,,0,,0
abhimanyu.patil,2026-03-17,#promobi---apple-stream,1773729720.710246,Let's sync on the deployment pipeline,,0,,0
abhimanyu.patil,2026-03-17,#promobi---apple-stream,1773728520.990382,Merged the feature branch into develop,1773728520.990382,1,,0
abhimanyu.patil,2026-03-17,#promobi---apple-stream,1773738840.371766,"Updated the test suite, all green now",,0,white_check_mark,1
abhimanyu.patil,2026-03-18,#promobi---apple-stream,1773829920.617916,EOD update: completed meeting tasks,,0,,0
abhimanyu.patil,2026-03-18,#promobi---apple-stream,1773835500.763935,PR is up for review,,0,,0
abhimanyu.patil,2026-03-20,#promobi---apple-stream,1773999480.967299,Deployed to production,1773999480.967299,5,raised_hands,1
abhimanyu.patil,2026-03-20,#promobi---apple-stream,1773996480.268135,Anyone seen this error before? Getting a 502 on staging,1773996480.268135,2,fire,4
abhimanyu.patil,2026-03-20,#promobi---apple-stream,1774003140.976596,"Pushed the fix to staging, can someone verify?",,0,,0
abhimanyu.patil,2026-03-20,#promobi---apple-stream,1773979500.254755,EOD update: completed documentation tasks,,0,,0
abhimanyu.patil,2026-03-20,#promobi---apple-stream,1773986040.973585,Let's sync on the deployment pipeline,,0,,0
abhimanyu.patil,2026-03-20,#promobi---apple-stream,1773981660.619458,"Client demo went well, few follow-ups noted",,0,,0
abhimanyu.patil,2026-03-20,#general,1774007040.223882,Staying late tonight to wrap up Promobi - Apple Stream deliverable,,0,rocket,1
abhimanyu.patil,2026-03-20,#promobi---apple-stream,1774009260.671794,"WFH today, might take half day",,0,,0
abhimanyu.patil,2026-03-23,#promobi---apple-stream,1774256160.462514,EOD update: completed documentation tasks,1774256160.462514,1,fire,4
abhimanyu.patil,2026-03-23,#promobi---apple-stream,1774259460.763217,Fixed the CORS issue on the API gateway,,0,,0
abhimanyu.patil,2026-03-23,#promobi---apple-stream,1774255380.422334,Quick question about the auth flow,,0,,0
abhimanyu.patil,2026-03-24,#promobi---apple-stream,1774338360.779508,"Updated the test suite, all green now",1774338360.779508,3,,0
abhimanyu.patil,2026-03-24,#promobi---apple-stream,1774334220.426357,Standup update: working on meeting today,,0,,0
abhimanyu.patil,2026-03-24,#promobi---apple-stream,1774329780.179679,"Client demo went well, few follow-ups noted",,0,,0
abhimanyu.patil,2026-03-24,#general,1774345500.428561,Sprint retro notes are in Confluence,,0,,0
abhimanyu.patil,2026-03-25,#promobi---apple-stream,1774408740.172737,"Pushed the fix to staging, can someone verify?",,0,,0
abhimanyu.patil,2026-03-25,#promobi---apple-stream,1774415400.869833,Deployed to production,,0,,0
abhimanyu.patil,2026-03-27,#promobi---apple-stream,1774602000.608510,Anyone seen this error before? Getting a 502 on staging,1774602000.608510,3,,0
abhimanyu.patil,2026-03-27,#promobi---apple-stream,1774605000.134363,"Refactored the middleware layer, much cleaner now",,0,100,3
abhimanyu.patil,2026-03-27,#promobi---apple-stream,1774595580.678536,"Finished the migration script, testing locally",,0,,0
abhimanyu.patil,2026-03-27,#promobi---apple-stream,1774602120.489328,Fixed the CORS issue on the API gateway,,0,fire,1
abhimanyu.patil,2026-03-27,#promobi---apple-stream,1774600560.523790,"Client demo went well, few follow-ups noted",1774600560.523790,3,,0
abhimanyu.patil,2026-03-27,#promobi---apple-stream,1774598940.726502,Let's sync on the deployment pipeline,,0,,0
abhimanyu.patil,2026-03-27,#general,1774591800.414826,Had to work Saturday to fix the prod issue on Promobi - Apple Stream,1774591800.414826,4,raised_hands,2
abhimanyu.patil,2026-03-30,#general,1774850640.162807,Happy Friday everyone 🎉,1774850640.162807,4,,0
abhimanyu.patil,2026-03-31,#promobi---apple-stream,1774943100.985464,Heads up — CI pipeline is broken on main,,0,,0
abhimanyu.patil,2026-03-31,#promobi---apple-stream,1774939500.925180,Fixed the CORS issue on the API gateway,,0,,0
abhimanyu.patil,2026-03-31,#promobi---apple-stream,1774940460.506497,,1774940460.506497,2,fire,3
abhimanyu.patil,2026-03-31,#promobi---apple-stream,1774938360.134978,Heads up — CI pipeline is broken on main,1774938360.134978,3,,0
aditya,2026-03-02,#promobi---apple-stream,1772451300.941653,Let's sync on the deployment pipeline,,0,fire,2
aditya,2026-03-02,#promobi---apple-stream,1772446680.769191,Anyone seen this error before? Getting a 502 on staging,,0,,0
aditya,2026-03-02,#promobi---apple-stream,1772426100.961426,Standup update: working on code review today,1772426100.961426,3,,0
aditya,2026-03-02,#promobi---apple-stream,1772439780.500446,"Updated the test suite, all green now",1772439780.500446,2,,0
aditya,2026-03-02,#general,1772419560.237438,Happy Friday everyone 🎉,,0,,0
aditya,2026-03-04,#promobi---apple-stream,1772613060.274340,"Reviewed the PR, left a few comments",1772613060.274340,2,,0
aditya,2026-03-04,#promobi---apple-stream,1772612280.928859,,,0,,0
aditya,2026-03-05,#promobi---apple-stream,1772709120.451494,Running into a weird bug with the date parser,,0,,0
aditya,2026-03-05,#promobi---apple-stream,1772697060.887178,"Reviewed the PR, left a few comments",,0,eyes,1
aditya,2026-03-05,#promobi---apple-stream,1772700060.454804,Let's sync on the deployment pipeline,,0,,0
aditya,2026-03-05,#promobi---apple-stream,1772706420.596398,EOD update: completed development tasks,,0,,0
aditya,2026-03-06,#promobi---apple-stream,1772772720.215484,"Updated the test suite, all green now",1772772720.215484,3,,0
aditya,2026-03-06,#promobi---apple-stream,1772783400.936300,Heads up — CI pipeline is broken on main,1772783400.936300,1,,0
aditya,2026-03-06,#promobi---apple-stream,1772801940.438112,,1772801940.438112,3,white_check_mark,4
aditya,2026-03-06,#promobi---apple-stream,1772792700.798558,Standup update: working on testing today,,0,,0
aditya,2026-03-06,#promobi---apple-stream,1772785920.858424,"Refactored the middleware layer, much cleaner now",,0,,0
aditya,2026-03-06,#promobi---apple-stream,1772778660.680257,"Finished the migration script, testing locally",1772778660.680257,1,100,2
aditya,2026-03-06,#promobi---apple-stream,1772779740.254706,"Pushed the fix to staging, can someone verify?",1772779740.254706,2,100,3
aditya,2026-03-09,#promobi---apple-stream,1773031860.687647,"Reviewed the PR, left a few comments",,0,,0
aditya,2026-03-09,#promobi---apple-stream,1773049200.277900,Fixed the CORS issue on the API gateway,1773049200.277900,1,,0
aditya,2026-03-09,#promobi---apple-stream,1773048600.611511,Updated the README with setup instructions,1773048600.611511,3,eyes,1
aditya,2026-03-09,#promobi---apple-stream,1773031860.913497,Merged the feature branch into develop,1773031860.913497,4,,0
aditya,2026-03-09,#promobi---apple-stream,1773039000.894854,Fixed the CORS issue on the API gateway,,0,,0
aditya,2026-03-10,#promobi---apple-stream,1773134340.708727,"Finished the migration script, testing locally",1773134340.708727,2,,0
aditya,2026-03-10,#promobi---apple-stream,1773137520.542532,"Blocked on the API response format, need input",,0,,0
aditya,2026-03-10,#promobi---apple-stream,1773117540.652444,PR is up for review,1773117540.652444,1,,0
aditya,2026-03-10,#promobi---apple-stream,1773118320.642340,Fixed the CORS issue on the API gateway,,0,fire,2
aditya,2026-03-11,#promobi---apple-stream,1773214740.412895,"Updated the test suite, all green now",1773214740.412895,5,,0
aditya,2026-03-11,#promobi---apple-stream,1773217200.653969,Heads up — CI pipeline is broken on main,,0,,0
aditya,2026-03-11,#general,1773228840.817120,Sent the invoice to the client,,0,,0
aditya,2026-03-12,#promobi---apple-stream,1773305880.932372,Pair programming session at 3pm anYone?,1773305880.932372,4,white_check_mark,4
aditya,2026-03-12,#promobi---apple-stream,1773301260.693973,Design mockups are ready for review,,0,,0
aditya,2026-03-13,#promobi---apple-stream,1773390840.521533,Design mockups are ready for review,,0,,0
aditya,2026-03-13,#promobi---apple-stream,1773371160.666900,Pair programming session at 3pm anyone?,,0,,0
aditya,2026-03-13,#promobi---apple-stream,1773389700.382177,Updated the README with setup instructions,,0,raised_hands,4
aditya,2026-03-13,#general,1773385620.850695,"Working from home today, reachable on Slack",,0,,0
aditya,2026-03-16,#promobi---apple-stream,1773646320.467632,"Pushed the fix to staging, can someone verify?",1773646320.467632,5,,0
aditya,2026-03-17,#promobi---apple-stream,1773724680.885678,"Pushed the fix to staging, can someone verify?",1773724680.885678,3,,0
aditya,2026-03-17,#promobi---apple-stream,1773743820.119769,Design mockups are ready for review,1773743820.119769,1,,0
aditya,2026-03-17,#promobi---apple-stream,1773746820.804225,"Blocked on the API response format, need input",1773746820.804225,3,,0
aditya,2026-03-17,#promobi---apple-stream,1773728400.781451,"The build is passing now, was a flaky test",,0,,0
aditya,2026-03-18,#promobi---apple-stream,1773811020.198968,"Client demo went well, few follow-ups noted",,0,,0
aditya,2026-03-18,#promobi---apple-stream,1773828240.456323,"Finished the migration script, testing locally",1773828240.456323,5,,0
aditya,2026-03-18,#general,1773829860.989169,Sent the invoice to the client,,0,,0
aditya,2026-03-20,#promobi---apple-stream,1773984600.713194,PR is up for review,1773984600.713194,2,,0
aditya,2026-03-20,#promobi---apple-stream,1773988380.994641,Fixed the CORS issue on the API gateway,,0,,0
aditya,2026-03-20,#promobi---apple-stream,1774001580.570304,"Blocked on the API response format, need input",1774001580.570304,1,,0
aditya,2026-03-20,#promobi---apple-stream,1773980580.227642,"Reviewed the PR, left a few comments",1773980580.227642,2,eyes,2
aditya,2026-03-20,#promobi---apple-stream,1773992280.586301,"stepping out early today, family thing",1773992280.586301,3,,0
aditya,2026-03-21,#general,1774071060.933505,Fixing a critical bug on Promobi - Apple Stream this morning,1774071060.933505,4,,0
aditya,2026-03-23,#promobi---apple-stream,1774260300.909129,Quick question about the auth flow,,0,fire,1
aditya,2026-03-23,#promobi---apple-stream,1774238280.653708,EOD update: completed documentation tasks,,0,,0
aditya,2026-03-23,#promobi---apple-stream,1774265940.629404,Fixed the CORS issue on the API gateway,,0,,0
aditya,2026-03-23,#promobi---apple-stream,1774270560.479943,Pair programming session at 3pm anyone?,,0,,0
aditya,2026-03-23,#promobi---apple-stream,1774266480.706152,Let's sync on the deployment pipeline,1774266480.706152,5,pray,1
aditya,2026-03-23,#promobi---apple-stream,1774270320.980562,Merged the feature branch into develop,,0,,0
aditya,2026-03-24,#promobi---apple-stream,1774346220.603954,Updated the README with setup instructions,,0,,0
aditya,2026-03-24,#promobi---apple-stream,1774356660.963837,"Pushed the fix to staging, can someone verify?",,0,,0
aditya,2026-03-25,#promobi---apple-stream,1774431480.224224,Heads up — CI pipeline is broken on main,,0,,0
aditya,2026-03-25,#promobi---apple-stream,1774414620.761986,,,0,100,1
aditya,2026-03-25,#promobi---apple-stream,1774414680.390435,Updated the README with setup instructions,1774414680.390435,2,rocket,4
aditya,2026-03-25,#general,1774437960.550180,Had to work Saturday to fix the prod issue on Promobi - Apple Stream,1774437960.550180,4,,0
aditya,2026-03-26,#promobi---apple-stream,1774498680.633184,"Refactored the middleware layer, much cleaner now",,0,,0
aditya,2026-03-26,#promobi---apple-stream,1774516200.431749,Standup update: working on development today,,0,,0
aditya,2026-03-26,#promobi---apple-stream,1774497360.293785,"Refactored the middleware layer, much cleaner now",,0,pray,1
aditya,2026-03-26,#promobi---apple-stream,1774524960.977621,Deployed to production,,0,,0
aditya,2026-03-26,#promobi---apple-stream,1774518420.424913,Design mockups are ready for review,1774518420.424913,1,100,4
aditya,2026-03-27,#promobi---apple-stream,1774596900.226564,Updated the README with setup instructions,1774596900.226564,5,100,1
aditya,2026-03-27,#promobi---apple-stream,1774588680.313704,Anyone seen this error before? Getting a 502 on staging,,0,,0
aditya,2026-03-27,#promobi---apple-stream,1774599600.624327,Heads up — CI pipeline is broken on main,,0,,0
aditya,2026-03-27,#promobi---apple-stream,1774592700.457297,"not feeling well today, going to log off early",,0,,0
aditya,2026-03-30,#promobi---apple-stream,1774867800.338187,PR is up for review,,0,,0
aditya,2026-03-30,#promobi---apple-stream,1774842240.157824,Deployed to production,,0,,0
aditya,2026-03-30,#general,1774857900.758177,Sprint retro notes are in Confluence,1774857900.758177,1,,0
aditya,2026-03-31,#promobi---apple-stream,1774954500.319276,,,0,thumbsup,3
aditya,2026-03-31,#promobi---apple-stream,1774930080.586112,Let's sync on the deployment pipeline,1774930080.586112,2,,0
aditya,2026-03-31,#promobi---apple-stream,1774955040.342500,Deployed to production,,0,,0
aditya,2026-03-31,#promobi---apple-stream,1774931760.447576,Heads up — CI pipeline is broken on main,,0,,0
utkarsh.srivastava,2026-03-02,#promobi---pii/phi-detection,1772446920.359423,"Finished the migration script, testing locally",,0,,0
utkarsh.srivastava,2026-03-02,#promobi---pii/phi-detection,1772445480.170585,"Blocked on the API response format, need input",,0,,0
utkarsh.srivastava,2026-03-02,#promobi---pii/phi-detection,1772449560.905234,,1772449560.905234,3,100,2
utkarsh.srivastava,2026-03-02,#general,1772458020.780847,Sprint retro notes are in Confluence,1772458020.780847,4,,0
utkarsh.srivastava,2026-03-04,#promobi---pii/phi-detection,1772613780.459214,Quick question about the auth flow,,0,eyes,1
utkarsh.srivastava,2026-03-04,#promobi---pii/phi-detection,1772616720.540653,Updated the README with setup instructions,,0,,0
utkarsh.srivastava,2026-03-05,#promobi---pii/phi-detection,1772711040.302904,Anyone seen this error before? Getting a 502 on staging,,0,,0
utkarsh.srivastava,2026-03-05,#promobi---pii/phi-detection,1772684520.220329,Quick question about the auth flow,,0,,0
utkarsh.srivastava,2026-03-05,#promobi---pii/phi-detection,1772680380.270304,"Updated the test suite, all green now",,0,,0
utkarsh.srivastava,2026-03-05,#promobi---pii/phi-detection,1772687520.879323,"Pushed the fix to staging, can someone verify?",1772687520.879323,3,100,4
utkarsh.srivastava,2026-03-05,#promobi---pii/phi-detection,1772693640.633685,"Reviewed the PR, left a few comments",,0,,0
utkarsh.srivastava,2026-03-05,#general,1772696640.871859,Weekend deploy went smooth for Promobi - PII/PHI Detection,,0,,0
utkarsh.srivastava,2026-03-06,#promobi---pii/phi-detection,1772782080.556184,"Refactored the middleware layer, much cleaner now",,0,,0
utkarsh.srivastava,2026-03-06,#promobi---pii/phi-detection,1772778360.437613,EOD update: completed testing tasks,1772778360.437613,2,,0
utkarsh.srivastava,2026-03-06,#promobi---pii/phi-detection,1772773500.471308,Heads up — CI pipeline is broken on main,,0,,0
utkarsh.srivastava,2026-03-06,#promobi---pii/phi-detection,1772791980.356390,Design mockups are ready for review,,0,,0
utkarsh.srivastava,2026-03-06,#promobi---pii/phi-detection,1772781240.241373,Design mockups are ready for review,,0,,0
utkarsh.srivastava,2026-03-07,#general,1772870700.242664,"Working on Promobi - PII/PHI Detection today, need to catch up",,0,eyes,1
utkarsh.srivastava,2026-03-09,#promobi---pii/phi-detection,1773037800.716277,"Client demo went well, few follow-ups notead",1773037800.716277,1,,0
utkarsh.srivastava,2026-03-09,#general,1773026160.840863,Thanks abhishek for the extra effort on Promobi - PII/PHI Detection over the weekend,,0,,0
utkarsh.srivastava,2026-03-10,#promobi---pii/phi-detection,1773121260.247550,Merged the feature branch into develop,,0,,0
utkarsh.srivastava,2026-03-10,#promobi---pii/phi-detection,1773114480.474611,"Pushed the fix to staging, can someone verify?",,0,,0
utkarsh.srivastava,2026-03-11,#promobi---pii/phi-detection,1773221940.400584,"Refactored the middleware layer, much cleaner now",,0,white_check_mark,2
utkarsh.srivastava,2026-03-11,#promobi---pii/phi-detection,1773214920.410612,"Pushed the fix to staging, can someone verify?",,0,,0
utkarsh.srivastava,2026-03-11,#promobi---pii/phi-detection,1773198960.414843,"Reviewed the PR, left a few comments",,0,,0
utkarsh.srivastava,2026-03-11,#promobi---pii/phi-detection,1773230880.358719,"Blocked on the API response format, need input",,0,,0
utkarsh.srivastava,2026-03-11,#promobi---pii/phi-detection,1773211500.758938,"Pushed the fix to staging, can someone verify?",1773211500.758938,5,pray,1
utkarsh.srivastava,2026-03-11,#promobi---pii/phi-detection,1773210960.793700,Design mockups are ready fo review,,0,,0
utkarsh.srivastava,2026-03-11,#promobi---pii/phi-detection,1773219300.649123,Standup update: working on testing today,,0,,0
utkarsh.srivastava,2026-03-11,#promobi---pii/phi-detection,1773199620.264934,"Client demo went well, few follow-ups noted",,0,,0
